1	15724
10	22436
100	1588
1000	164
1001	12
1002	188
1003	584
1004	1420
1005	668
1006	1416
1007	708
1008	640
1009	1044
101	2988
1010	908
1011	1196
1012	1228
1013	3136
1014	660
1015	2528
1016	560
1017	2512
1018	444
1019	4640
102	692
1020	4548
1021	1116
1022	6632
1023	1236
1024	872
1025	1840
1026	96
1027	2532
1028	10636
1029	2864
103	1064
1030	1312
1031	2992
1032	2552
1033	2924
1034	556
1035	10768
1036	9992
1037	5380
1038	100
1039	52
104	6644
1040	180
1041	2040
1042	6692
1043	492
1044	564
1045	12
1046	996
1047	3268
1049	4144
105	3188
1050	1652
1051	528
1052	56
1053	92
1054	768
1055	104
1056	696
1057	1220
1058	124
1059	3376
106	120
1060	3628
1061	6552
1062	16
1063	196
1064	968
1065	12
1066	528
1067	100
1068	92
1069	560
107	2040
1070	48
1071	36
1073	22296
1075	48
1076	256
1077	2364
1078	2728
1079	7432
108	132
1080	6776
1081	3440
1082	776
1083	1388
1084	3452
1085	1176
1086	1956
1087	320
1088	3728
1089	18412
109	6
1090	11420
1091	3844
1092	8516
1093	5440
1094	10472
1095	4512
1096	3140
1097	23924
1098	180
1099	1700
11	15292
110	40596
1100	3996
1101	15424
1102	72
1103	4216
1104	4772
1105	760
1106	40
1107	76
1109	16
111	17760
1110	40
1111	1220
1112	376
1113	832
1114	428
1115	16
1116	144
1117	96
1118	36
1119	180
112	10992
1120	6656
1121	112
1122	8
1123	176
1124	3896
1125	4236
1126	2488
1127	13380
1128	1388
1129	6648
113	848
1130	1628
1131	2272
1132	2608
1133	88
1134	52
1135	3536
1136	22132
1137	28
1138	64
1139	28
114	316
1140	8
1141	2
1142	28
1143	88
1144	80
1145	76
1146	16
1147	2812
1148	5068
1149	76
115	20
1150	1400
1151	128
1152	144
1153	48
1154	92
1155	8
1156	24
1157	24
1158	20
1159	8
116	856
1160	24
1161	1112
1162	272
1163	256
1164	48
1165	44
1166	12
1167	804
1168	48
1169	256
117	452
1170	152
1171	1272
1172	6560
1173	1088
1174	88
1175	2036
1176	1256
1177	692
1178	2408
1179	2528
118	1136
1180	132
1181	56
1183	5572
1184	892
1185	1832
1186	5412
1187	500
1188	6400
1189	880
119	244
1190	628
1191	1328
1192	392
1193	19780
1194	936
1196	31356
1197	10392
1198	29876
1199	4536
12	3260
120	16
1200	19092
1201	4380
1202	1120
1203	3016
1204	9456
1206	7224
1207	11052
1208	7288
1209	2564
121	288
1210	34716
1211	1196
1212	4676
1213	8000
1214	21380
1215	4256
1216	1464
1217	1516
1218	2236
1219	6172
122	3128
1220	7092
1221	17988
1222	6732
1223	5756
1224	1680
1225	15272
1226	836
1227	3008
1228	3028
123	1756
1230	5440
1231	6212
1232	328
1233	10352
1234	4960
1235	5680
1236	332
1237	2840
1238	1160
124	352
1240	10888
1241	1716
1242	4180
1243	3400
1244	2564
1245	4312
1246	6508
1247	13048
1248	1580
1249	7188
125	1208
1250	9956
1251	944
1252	11496
1253	1908
1254	4132
1255	716
1256	4092
1257	1952
1258	15820
1259	7164
126	1172
1260	1268
1261	5360
1262	3560
1263	7344
1264	1040
1265	22800
1266	4924
1267	7104
1268	1272
1269	5216
127	36
1270	28960
1271	2780
1272	6112
1273	820
1274	5824
1275	3940
1276	8224
1277	1596
1278	11008
1279	796
128	56
1280	1048
1281	2448
1282	4040
1283	3824
1284	1776
1285	8472
1286	836
1287	6608
1288	5756
1289	2068
129	76
1290	2056
1291	9852
1292	4992
1293	3024
1295	2916
1296	2152
1297	3648
1298	2044
1299	5916
13	432
130	32
1300	1268
1301	2928
1302	4212
1303	2740
1304	5492
1305	1708
1306	408
1307	16988
1308	8
1309	28
131	76
1310	348
1311	64
1312	356
1313	52
1314	52
1315	44
1316	52
1317	100
1318	192
1319	12
132	1736
1320	4672
1321	5264
1322	124
1323	384
1324	52
1325	260
1326	208
1327	2288
1328	100
1329	316
133	8
1330	756
1331	108
1332	676
1333	3532
1334	2228
1335	68
1336	400
1337	240
1339	7044
134	16
1340	1740
1341	100
1342	2512
1343	3204
1344	3636
1345	2640
1346	1464
1347	2260
1348	2668
1349	68
135	5192
1350	1856
1351	376
1352	332
1353	1912
1354	1364
1355	736
1356	7000
1357	6824
1358	4716
1359	2648
136	48
1360	40
1361	520
1363	1508
1364	48
1365	1004
1366	772
1367	5640
1368	16
1369	100
137	92
1370	12356
1371	2960
1372	9040
1373	2284
1374	12804
1375	3600
1376	9968
1377	4400
1378	5060
1379	1236
138	124
1380	5644
1381	2940
1382	392
1383	144
1384	32
1385	4540
1386	12
1387	16544
1388	1440
1389	1628
139	8
1390	1464
1391	6204
1392	1664
1393	8616
1394	12216
1395	968
1396	10612
1397	256
1398	752
1399	568
14	5256
140	1900
1400	40
1401	612
1404	648
1405	2824
1406	336
1407	5872
1408	9004
1409	2048
141	19000
1410	288
1411	4448
1412	100
1413	328
1414	624
1415	176
1416	1392
1417	664
1419	468
142	20
1420	40
1421	180
1422	928
1423	160
1424	8
1425	1852
1426	92
1427	668
1428	124
1429	3008
143	4
1430	144
1431	876
1432	1088
1433	12
1434	52
1436	56
1437	200
1438	1920
1439	244
144	1700
1440	572
1441	2064
1442	624
1443	4
1444	104
1445	484
1446	2040
1447	264
1448	48
1449	2040
145	8884
1450	96
1453	1444
1454	288
1455	128
1456	156
1457	2324
1458	104
1459	3128
146	236
1460	728
1461	944
1462	12
1463	132
1464	3000
1465	344
1466	7972
1467	40
1468	964
147	1208
1470	64
1471	32
1472	416
1473	84
1474	1512
1475	280
1476	4896
1477	140
1479	5916
148	128
1480	1792
1482	240
1483	2096
1484	392
1485	13200
1486	32
1487	1300
1488	1248
1489	376
149	320
1490	268
1493	72
1495	668
1496	104
1497	524
1498	488
1499	4164
15	1004
150	36004
1500	5508
1501	204
1502	80
1503	980
1504	44
1507	376
1508	80
1509	112
151	4400
1510	16
1511	56
1513	5856
1514	64
1515	2636
1516	204
1517	16208
1518	1272
1519	88
152	240
1520	116
1522	8
1523	280
1524	4
1525	304
1526	304
1527	19120
1528	12
1529	160
153	10796
1531	60
1532	36
1533	280
1534	36
1535	636
1537	1340
1538	112
1539	100
154	2404
1541	804
1542	1964
1543	16
1544	11660
1545	280
1546	252
1547	100
1548	20
1549	32
155	1144
1550	308
1551	300
1552	5100
1553	24
1554	492
1555	56
1556	1772
1557	8
1558	20
1559	3
156	584
1561	16
1562	2916
1563	92
1564	96
1565	108
1566	1544
1567	52
1568	3
1569	7636
157	748
1570	312
1571	224
1572	376
1573	6320
1574	112
1575	76
1577	32
1578	9
1579	32
158	9956
1580	26184
1581	544
1582	500
1583	204
1584	15872
1585	152
1586	4596
1587	4688
1588	3088
1589	3960
159	2036
1590	4728
1591	3848
1592	916
1593	1416
1594	2184
1595	736
1596	368
1597	8004
1598	732
1599	468
16	13132
160	12172
1600	552
1601	596
1602	352
1603	2600
1604	596
1605	896
1606	724
1608	10904
1609	480
161	19328
1610	16264
1611	2128
1612	380
1613	216
1614	3544
1615	2152
1616	3052
1617	20516
1619	3244
162	4796
1620	3332
1621	524
1622	40
1623	796
1624	392
1625	11016
1626	628
1627	2124
1628	48
1629	840
163	11280
1630	15
1631	160
1632	180
1633	956
1635	4576
1636	36
1639	10724
164	1516
1640	432
1641	5708
1642	664
1643	976
1644	5112
1645	3940
1646	728
1647	252
1648	1220
1649	552
165	25500
1650	176
1651	128
1652	24
1653	13312
1654	240
1655	648
1656	16
1657	160
1658	684
1659	64
166	256
1660	1024
1661	208
1662	232
1663	2716
1664	72
1665	1036
1666	116
1667	404
1668	276
1669	116
167	84
1670	288
1671	284
1672	1232
1673	10008
1674	4244
1675	92
1676	5148
1677	120
1678	1816
1679	132
168	4376
1680	4992
1681	640
1682	15964
1683	684
1684	492
1685	40
1686	868
1687	1432
1688	2656
1689	652
169	2468
1690	3564
1692	108
1693	1624
1694	2452
1695	76
1696	184
1697	15
1698	28
1699	952
17	17532
170	5936
1701	2432
1702	2632
1703	608
1704	18404
1705	4
1706	12
1707	1752
1708	15
1709	16
171	1320
1710	8
1711	3828
1713	1720
1714	36
1715	88
1716	28
1717	4692
1718	24
1719	3120
172	10592
1720	60
1721	22080
1722	9004
1723	44
1724	12
1725	120
1726	1408
1727	1564
1728	192
1729	7624
173	11480
1730	1280
1731	512
1732	12892
1733	428
1734	1580
1735	2180
1738	9
1739	356
174	1832
1740	4
1742	20
1743	28
1744	416
1746	332
1747	7732
1748	8364
1749	76
175	3432
1750	268
1752	1324
1753	1700
1754	2984
1755	492
1756	400
1757	264
1759	332
176	1960
1760	1880
1762	1144
1764	6
1765	4
1767	180
1768	12
1769	2364
177	2072
1770	192
1771	312
1772	2052
1773	96
1774	3
1776	4
1777	10384
1779	1912
178	448
1780	56
1781	3
1782	12
1783	1132
1784	7492
1785	1040
1787	4
1788	588
1789	4
179	1136
1791	156
1792	3256
1793	60
1794	1020
1795	20
1796	24
1797	792
1798	204
1799	752
18	4096
180	2772
1801	4328
1804	256
1805	5644
1806	344
1807	136
1809	380
181	2056
1810	1588
1811	56
1812	92
1814	200
1815	9
1816	592
1817	68
1819	16
182	588
1820	56
1821	1340
1822	156
1824	392
1825	148
1826	352
1827	888
1829	220
183	524
1830	6
1831	5400
1832	56
1833	1896
1834	3744
1835	3296
1836	1444
1837	364
1839	540
184	292
1840	1460
1841	660
1842	24
1843	33
1844	456
1845	2128
1846	196
1848	1260
1849	52
185	19620
1850	92
1851	9
1852	6
1853	80
1854	168
1855	332
1856	268
1857	96
1858	420
1859	156
186	3928
1860	236
1861	40
1862	692
1863	376
1864	32
1865	148
1866	644
1867	88
1869	164
187	428
1870	164
1871	32
1872	32
1873	912
1874	88
1875	440
1876	3872
1877	28
1878	36
1879	84
188	988
1880	76
1881	184
1882	2272
1883	2076
1884	2116
1885	1852
1886	20
1887	168
1888	1096
1889	596
189	132
1890	16
1891	36
1892	1416
1893	64
1894	1664
1895	988
1896	140
1897	464
1898	56
1899	40
19	7984
190	416
1900	288
1901	44
1902	68
1903	40
1904	388
1905	16
1906	108
1907	2296
1908	8
1909	3872
191	748
1910	132
1911	2200
1912	2940
1913	776
1914	1068
1915	6
1916	1080
1917	14884
1918	2904
1919	776
192	40
1920	2944
1921	2736
1922	188
1923	8744
1924	1840
1925	112
1926	120
1927	1000
1928	160
1929	264
193	5388
1930	20
1931	1388
1932	104
1933	152
1934	236
1935	676
1936	280
1937	432
1938	368
1939	1396
194	2004
1940	520
1941	264
1942	704
1943	236
1944	2408
1945	1816
1946	1024
1947	2760
1948	1100
1949	652
195	2840
1950	1136
1951	1720
1952	2164
1953	6620
1954	4900
1955	3684
1956	1724
1957	4740
1958	1856
1959	3644
196	4328
1960	5200
1961	8300
1962	5972
1963	824
1964	1888
1965	2204
1966	1348
1967	2928
1968	14940
1969	792
197	116
1970	796
1971	1352
1972	396
1973	1160
1974	1176
1975	1296
1976	412
1977	1028
1978	324
1979	976
198	3268
1980	860
1981	372
1982	4340
1983	532
1984	820
1985	324
1986	796
1987	172
1988	264
1989	60
199	1280
1990	56
1991	1724
1992	372
1993	748
1994	3032
1995	1164
1996	416
1997	9720
1998	328
1999	808
2	7040
20	3528
200	140
2000	13248
2001	4968
2002	6328
2003	3676
2004	3376
2005	3320
2006	10256
2007	200
2008	96
2009	1464
201	340
2010	1708
2011	13852
2012	7016
2013	4188
2014	712
2015	2096
2016	404
2017	840
2018	2364
2019	8144
202	92
2020	6028
2021	2928
2022	2312
2023	3192
2024	736
2025	856
2026	1024
2027	364
2028	25708
2029	176
203	4360
2030	32
2031	240
2032	80
2033	1108
2034	848
2035	248
2036	396
2037	344
2038	476
2039	80
204	2748
2040	636
2041	336
